file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
1035_TAI_HAP_XX.wav,happy,根據給定音訊檔案中的聲音線索，說話者傳達的是哪一種情緒語氣或感覺？(a) 厭惡 (b) 快樂 (c) 悲傷 (d) 生氣,(b) 快樂,根據在音訊中辨識出的情緒，哪一種社交互動最適合作為回應？(a) 對他們的好消息或成就表現真誠的興奮 (b) 保持冷靜並提供支持以緩解他們的不安 (c) 避免進一步討論並尊重他們對此話題的反感 (d) 在進一步互動前給他們一些冷靜的空間,(a) 對他們的好消息或成就表現真誠的興奮
1053_TSI_HAP_XX.wav,happy,根據說話者的聲音線索，該音檔傳達出什麼情緒語氣或感覺？(a) 悲傷 (b) 恐懼 (c) 厭惡 (d) 快樂,(d) 快樂,哪一種臉部表情最能代表片段中的情緒？(a) 皺眉且嘴微張，彷彿即將喊叫的樣子。(b) 雙眼睜大、眉毛上揚，嘴微微打開。(c) 眼睛瞇起，鼻子皺起。(d) 臉上帶著燦爛的表情，臉頰上揚,(d) 臉上帶著燦爛的表情，臉頰上揚
1072_DFA_HAP_XX.wav,happy,使用所提供的音訊片段作為輸入，你會如何解讀或分類說話者潛在的情緒？(a) 憤怒 (b) 快樂 (c) 厭惡 (d) 恐懼,(b) 快樂,下列哪一句最能反映出與音訊中相同的情緒？(a) 這太可怕了，我無法停止思考這件事。 (b) 這情況真的開始讓我很生氣！(c) 太髒了！請盡快打掃乾淨。(d) 我現在感到很感激、充滿喜悅。,(d) 我現在感到很感激、充滿喜悅。
1091_IWW_HAP_XX.wav,happy,音訊中說話者的情緒語調是什麼？(a) 厭惡 (b) 憤怒 (c) 恐懼 (d) 快樂,(d) 快樂,考慮到音訊中說話者所表達的情緒，哪一種社交互動最適合作為回應？(a) 用愉快的回應一起慶祝他們的喜悅。 (b) 道歉並承認自己的錯誤（如適用）。 (c) 給予安慰的擁抱或鼓勵的話語。 (d) 避免進一步討論並尊重他們對此話題的排斥。,(a) 用愉快的回應一起慶祝他們的喜悅。
1011_TIE_HAP_XX.wav,happy,你能從這段音頻辨識說話者的情緒嗎？(a)難過 (b)開心 (c)生氣 (d)厭惡,(b) 開心,下列哪一句最能反映音頻中辨認到的相同情緒？(a)我忍不住一直微笑，一切都感覺很美好。(b)別再找藉口了，這完全是你的錯！(c)我感到好空虛，彷彿什麼都不重要了。(d)這太可怕了，我無法停止去想這件事。,(a)我忍不住一直微笑，一切都感覺很美好。
1091_MTI_HAP_XX.wav,happy,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 生氣 (b) 悲傷 (c) 快樂 (d) 害怕,(c) 快樂,考慮說話者在音訊中表達的情緒，你認為哪一種社交互動最適合作為回應？(a) 表達祝賀或讚美，共享他們的喜悅 (b) 專心傾聽，不要打斷他們，讓他們抒發情感 (c) 牽住他們的手或提供一些身體上的安慰 (d) 提議一起共度時光，讓他們振作起來,(a) 表達祝賀或讚美，共享他們的喜悅
1086_IEO_HAP_MD.wav,happy,根據說話者的聲音線索，請問在給定的音檔中傳達出來的情感語氣或感覺是什麼？(a) 快樂 (b) 悲傷 (c) 生氣 (d) 厭惡,(a) 快樂,在所提供的句子中，哪一句最能符合經歷與說話者相同情緒狀態的人的心情？(a) 很難想像事情有一天會變好。 (b) 我太興奮了，完全無法抑制自己的快樂！ (c) 我連看這個都會覺得不舒服。 (d) 別再找藉口了；這完全是你的錯！,(b) 我太興奮了，完全無法抑制自己的快樂！
1078_ITH_HAP_XX.wav,happy,根據說話者的語音線索，該音訊檔中傳達的是哪種情感語氣或感受？(a) 快樂 (b) 生氣 (c) 厭惡 (d) 恐懼,(a) 快樂,在以下選項中，哪一個情境最有可能對應到說話者在語音中表達的情緒？(a) 分手後哭泣的人。(b) 在街上面對兇猛的狗。(c) 與摯愛的人在久別重逢後相擁。(d) 因為沮喪而摔東西。,(c) 與摯愛的人在久別重逢後相擁。
1072_TIE_HAP_XX.wav,happy,根據說話者在給定音訊檔案中的語音線索，請問傳達出來的情感語氣或感受是什麼？(a)厭惡 (b)快樂 (c)憤怒 (d)悲傷,(b)快樂,下列哪一種情境最符合語音中表達的情感？(a)獨自在黑暗中看恐怖電影。(b)與親人長久分離後相擁。(c)爭吵後狠狠關門。(d)分手後哭泣。,(b)與親人長久分離後相擁。
1020_IOM_HAP_XX.wav,happy,你能從這段錄音中辨識說話者的情緒嗎？(a) 開心 (b) 難過 (c) 生氣 (d) 害怕,(a) 開心,從以下選項中，哪一種情境最有可能對應到說話者在這段講話中表達的情緒？(a) 一個人在被別的車切進來後大聲喊叫。(b) 晚上獨自走在漆黑的小巷裡。(c) 收到好消息後微笑的人。(d) 參加摯友的葬禮。,(c) 收到好消息後微笑的人。
1030_IEO_HAP_MD.wav,happy,音訊中說話者的情緒語氣是什麼？(a) 恐懼 (b) 悲傷 (c) 開心 (d) 厭惡,(c) 開心,根據音訊中辨識出的情緒，下列哪一種社交互動作為回應最合適？(a) 給他們一些空間讓他們冷靜一下再進一步互動。 (b) 表達祝賀或稱讚，一同分享他們的快樂。 (c) 提供情感支持並避免忽略他們的悲傷。 (d) 安慰他們並提供方法幫助他們渡過尷尬的情況。,(b) 表達祝賀或稱讚，一同分享他們的快樂。
1033_IEO_HAP_MD.wav,happy,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 厭惡 (b) 生氣 (c) 害怕 (d) 快樂,(d) 快樂,根據說話者在音訊中傳達的情緒，下列哪一種社交互動會是最合適的回應？(a) 冷靜地認同他們的挫折，並提出解決方法。 (b) 建議一個活動以保持正面的能量。 (c) 為他們的不適感道歉並轉換話題以避免讓他們更不舒服。 (d) 提供情感支持並避免忽視他們的悲傷。,(b) 建議一個活動以保持正面的能量。
1043_TAI_HAP_XX.wav,happy,根據該音訊檔中的聲音線索，講話者傳達了什麼樣的情感語氣或感受？(a) 快樂 (b) 厭惡 (c) 害怕 (d) 悲傷,(a) 快樂,根據音訊中辨識出的情緒，哪一種社交互動作為回應最為適當？(a) 避免進一步討論並尊重他們對該話題的厭惡。 (b) 鼓勵他們深呼吸以放鬆。 (c) 提供情感支持並避免忽略他們的悲傷。 (d) 給予祝賀或讚美以分享他們的快樂。,(d) 給予祝賀或讚美以分享他們的快樂。
1050_TSI_HAP_XX.wav,happy,說話者在音訊中表達的是哪一種情緒？(a) 害怕 (b) 生氣 (c) 悲傷 (d) 開心,(d) 開心,考慮到說話者在音訊中表達的情緒，下列哪一種社交互動最適合作為回應？(a) 祝賀或讚美對方，一起分享他們的快樂。(b) 握住他們的手或提供一些身體上的安撫。(c) 安慰他們並提出方法幫助他們度過不舒服的情況。(d) 給他們一些時間冷靜下來再進一步互動。,(a) 祝賀或讚美對方，一起分享他們的快樂。
1046_TIE_HAP_XX.wav,happy,根據現有的音訊錄音，你能分析並識別說話者所表達的情緒嗎？(a) 厭惡 (b) 害怕 (c) 快樂 (d) 悲傷,(c) 快樂,根據說話者在音訊中所表達的情緒，哪一種社交互動是最適合的回應？(a) 祝賀或給予讚美，分享他們的快樂。 (b) 冷靜地認同他們的挫折感並提出解決辦法。 (c) 避免進一步討論並尊重他們對此話題的排斥。 (d) 給予安慰並提醒他們是安全的。,(a) 祝賀或給予讚美，分享他們的快樂。
1054_ITH_HAP_XX.wav,happy,說話者在音檔中表達的是哪一種情緒？(a) 害怕 (b) 開心 (c) 生氣 (d) 傷心,(b) 開心,考慮到說話者的情緒，下列哪一句最能代表其他同樣情緒的人的感受？(a) 他們怎麼可以這樣不公平對待我！(b) 我真的很害怕接下來會發生什麼事情。(c) 我太興奮了，根本無法壓抑我的快樂！(d) 我就是無法停止想那些不好的回憶。,(c) 我太興奮了，根本無法壓抑我的快樂！
1040_ITS_HAP_XX.wav,happy,說話者在音訊中的情緒語調是什麼？(a) 害怕 (b) 生氣 (c) 厭惡 (d) 快樂,(d) 快樂,在以下的臉部表情中，你認為哪一個最能對應音訊片段中傳達的情緒？(a) 皺起鼻子並抬起上唇 (b) 帶有微微歪頭的溫暖真誠微笑 (c) 揚起眉毛並皺眉 (d) 嘴角下垂並帶有淚眼,(b) 帶有微微歪頭的溫暖真誠微笑
1058_IEO_HAP_HI.wav,happy,根據提供的音訊片段，您能判斷錄音中說話者所表達的情緒狀態嗎？(a) 快樂 (b) 生氣 (c) 害怕 (d) 悲傷,(a) 快樂,在以下列出的臉部表情中，您認為哪一個最能準確代表音訊中聽到的情緒？(a) 嘴角下垂且眼眶含淚 (b) 下巴內縮且嘴角一邊微微抽動，彷彿難以忍受 (c) 溫暖真誠的微笑並微微側頭 (d) 緊鎖的眉頭和顫抖的嘴唇,(c) 溫暖真誠的微笑並微微側頭
1004_IWL_HAP_XX.wav,happy,你能從這段錄音中判斷說話者的情緒嗎？(a) 害怕 (b) 開心 (c) 生氣 (d) 悲傷,(b) 開心,考慮到這段演講所傳達的情緒，下列哪一種情境最符合說話者的情緒狀態？(a) 緊張地準備一場重要考試。(b) 在網路上看到讓人不愉快的圖片。(c) 在對話中聽到有趣的笑話時大笑。(d) 在機場道別。,(c) 在對話中聽到有趣的笑話時大笑。
1039_MTI_HAP_XX.wav,happy,說話者在音檔中的情緒語調是什麼？ (a) 悲傷 (b) 厭惡 (c) 恐懼 (d) 快樂,(d) 快樂,感受相同情緒的人最有可能會說哪一句話？(a) 我覺得好沮喪，什麼都無法讓我振作。 (b) 他們怎麼可以這樣不公平對待我！ (c) 這是我過得最棒的一天，我感覺無比幸福！ (d) 這太可怕了，我一直無法停止思考這件事。,(c) 這是我過得最棒的一天，我感覺無比幸福！
1004_IOM_HAP_XX.wav,happy,根據給定音訊檔中說話者的聲音線索，說話者傳達的是哪種情緒語調或感受？(a) 傷心 (b) 害怕 (c) 生氣 (d) 快樂,(d) 快樂,根據說話者在音訊中傳達的情緒，下列哪一種社交互動最適合作為回應？(a) 用愉快的回應一起慶祝他們的喜悅。 (b) 為他們的不適道歉，並轉換話題以避免讓他們更加不舒服。 (c) 握住他們的手或提供一些肢體上的安慰。 (d) 道歉並承認你的錯誤（如果適用）。,(a) 用愉快的回應一起慶祝他們的喜悅。
1079_IWW_HAP_XX.wav,happy,說話者在音訊中的情緒語調是什麼？(a) 悲傷 (b) 噁心 (c) 快樂 (d) 生氣,(c) 快樂,下列哪一個情境最符合說話者在這段講話中表現出的情緒？(a) 皺著臉拒絕一頓無味的餐點。(b) 在街上面對一隻具有攻擊性的狗。(c) 閱讀一封感人的告別信。(d) 贏得期盼已久的獎項或獎品。,(d) 贏得期盼已久的獎項或獎品。
1036_TIE_HAP_XX.wav,happy,說話者在音檔中表達的是哪一種情緒？(a) 害怕 (b) 快樂 (c) 悲傷 (d) 生氣,(b) 快樂,下列哪一種臉部表情最能代表片段中的情緒？(a) 皺起鼻子並上唇抬起 (b) 銳利注視並嘴唇緊閉 (c) 頭稍微往後拉，帶著驚恐的眼神，像是在尋找逃脫之路 (d) 燦爛的笑容和充滿神采的雙眼,(d) 燦爛的笑容和充滿神采的雙眼
1033_ITS_HAP_XX.wav,happy,你能從這段錄音中辨認說話者的情緒嗎？(a) 厭惡 (b) 恐懼 (c) 快樂 (d) 悲傷,(c) 快樂,下列哪一種面部表情最符合錄音中所表現的情緒？(a) 面部僵硬，嘴唇顫抖且呼吸急促 (b) 溫暖真誠的微笑並微微側頭 (c) 鼻孔擴張，表情緊繃 (d) 沉重嘆氣，皺眉並低頭彎腰,(b) 溫暖真誠的微笑並微微側頭
1083_WSI_HAP_XX.wav,happy,說話者在音頻中表達的是哪種情緒？(a) 害怕 (b) 開心 (c) 悲傷 (d) 生氣,(b) 開心,以下哪一種臉部表情最符合音頻中的情緒？(a) 皺起眉頭且神情落寞 (b) 表情僵硬、嘴唇顫抖且呼吸急促 (c) 下巴內縮且嘴角抽動，似乎難以忍受 (d) 臉上容光煥發且雙頰上揚,(d) 臉上容光煥發且雙頰上揚
1059_TIE_HAP_XX.wav,happy,根據現有的音頻錄音，你能夠分析並辨識說話者所表達的情緒嗎？(a) 生氣 (b) 快樂 (c) 悲傷 (d) 厭惡,(b) 快樂,根據說話者在音頻中所表達的情緒，下列哪一種社交互動是最適當的回應？(a) 提供情感支持並避免忽略他們的悲傷 (b) 對他們的好消息或成就表達真誠的興奮 (c) 若合適時，表示道歉並承認自己的錯誤 (d) 平靜地表示理解並建議離開不愉快的環境,(b) 對他們的好消息或成就表達真誠的興奮
1022_TIE_HAP_XX.wav,happy,你能從這段音檔中辨識說話者的情緒嗎？(a) 快樂 (b) 害怕 (c) 厭惡 (d) 悲傷,(a) 快樂,以下哪一種臉部表情最符合音檔中所傳達的情緒？(a) 嘴角下垂且眼眶含淚 (b) 眼睛睜大、眉毛上揚且嘴唇微張 (c) 溫暖真誠的微笑並微微歪頭 (d) 唇緊閉、目光銳利,(c) 溫暖真誠的微笑並微微歪頭
1007_WSI_HAP_XX.wav,happy,錄音中的說話者感覺如何？(a) 害怕 (b) 生氣 (c) 快樂 (d) 厭惡,(c) 快樂,下列哪一種臉部表情最符合錄音中的情緒？(a) 臉部肌肉放鬆並帶有愉快的微笑 (b) 嘴唇緊閉且目光銳利 (c) 目光迴避並帶有痛苦的嘴型 (d) 雙眼睜大、眉毛上揚且嘴唇微微張開。,(a) 臉部肌肉放鬆並帶有愉快的微笑
1015_ITH_HAP_XX.wav,happy,根據提供的音頻片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 悲傷 (b) 害怕 (c) 快樂 (d) 噁心,(c) 快樂,下列哪一句話最有可能反映出與說話者相同情緒的人們所表達的情感狀態？(a) 我真的很害怕接下來會發生什麼。(b) 我覺得好空虛，好像什麼都不重要了。(c) 這太噁心了，我無法相信。(d) 我太開心了，快要爆炸了！,(d) 我太開心了，快要爆炸了！
1070_ITS_HAP_XX.wav,happy,根據說話者的語音線索，請問音檔中的講者傳達了哪一種情緒語氣或感覺？(a) 憤怒 (b) 害怕 (c) 快樂 (d) 悲傷,(c) 快樂,下列哪一句最能準確反映與講者有相同情緒的人會如何表達自己？(a) 這是我人生中最棒的一天，我覺得自己無所不能！(b) 我不知道該如何從這次的失落中走出來。 (c) 我感覺很危險，不知道該怎麼辦。 (d) 這實在太噁心了，我根本不敢相信。,(a) 這是我人生中最棒的一天，我覺得自己無所不能！
1067_TSI_HAP_XX.wav,happy,從提供的音檔中，你能分析並辨識說話者所表達的情緒嗎？(a) 開心 (b) 生氣 (c) 厭惡 (d) 害怕,(a) 開心,以下哪一句最能反映與音檔中相同的情緒？(a) 那實在太噁心了，我簡直不敢相信。 (b) 這是我有史以來最棒的一天，我感覺無比幸福！ (c) 這種情況真的讓我越來越火大！ (d) 我真的很害怕接下來會發生什麼。,(b) 這是我有史以來最棒的一天，我感覺無比幸福！
1018_ITS_HAP_XX.wav,happy,錄音中的說話者感覺如何？ (a) 害怕 (b) 生氣 (c) 噁心 (d) 開心,(d) 開心,從以下選項中，哪一個情境最有可能符合講者在錄音中表達的情緒？ (a) 一個人在收到好消息後微笑。 (b) 在網路上看到令人不悅的圖片。 (c) 同事之間激烈爭吵。 (d) 閱讀一封感人的告別信。,(a) 一個人在收到好消息後微笑。
1047_TAI_HAP_XX.wav,happy,你能從這段音頻辨識說話者的情緒嗎？(a) 恐懼 (b) 開心 (c) 生氣 (d) 厭惡,(b) 開心,根據說話者在音頻中所傳達的情緒，下列哪一種社交互動會是最合適的回應？(a) 真誠地為他們的好消息或成就表達興奮 (b) 握住他們的手或給予一些身體上的安慰 (c) 平靜地表示理解並建議離開不愉快的環境 (d) 平靜地承認他們的挫折並提出解決辦法,(a) 真誠地為他們的好消息或成就表達興奮
1084_TAI_HAP_XX.wav,happy,在錄音中，說話者的感受是什麼？ (a) 害怕 (b) 生氣 (c) 悲傷 (d) 快樂,(d) 快樂,哪一種面部表情最能代表片段中的情緒？ (a) 頭微微往後縮，露出驚恐的目光，彷彿在尋找逃生出口 (b) 眼神閃避搭配扭曲的嘴型 (c) 眉頭緊皺、神情憂鬱 (d) 燦爛的笑容配上閃閃發亮的雙眼,(d) 燦爛的笑容配上閃閃發亮的雙眼
1008_IEO_HAP_HI.wav,happy,請利用提供的音訊片段作為輸入，你會如何解讀或分類說話者內在的情緒？(a) 厭惡 (b) 悲傷 (c) 開心 (d) 生氣,(c) 開心,根據在音訊中辨識出的情緒，哪一種社交回應最為適當？(a) 保持冷靜並給予支持，幫助他們緩解焦慮。(b) 建議一起度過一段時間來讓他們心情好轉。(c) 為他們的不適道歉並轉換話題，以免讓他們更不舒服。(d) 建議一項活動，讓正面的能量持續流動。,(d) 建議一項活動，讓正面的能量持續流動。
1051_TIE_HAP_XX.wav,happy,你能從這段錄音中辨識出說話者的情緒嗎？ (a) 開心 (b) 害怕 (c) 生氣 (d) 悲傷,(a) 開心,下列哪一種臉部表情最符合錄音中的情緒？ (a) 溫暖真誠的微笑，頭微微傾斜 (b) 緊皺的眉頭和顫抖的嘴唇 (c) 嘆氣，皺眉並且身體下垂 (d) 皺眉，嘴巴微張，像是要喊叫的樣子。,(a) 溫暖真誠的微笑，頭微微傾斜
1051_IWL_HAP_XX.wav,happy,說話者在音檔中的情感語氣為何？(a)快樂 (b)恐懼 (c)厭惡 (d)憤怒,(a)快樂,根據音檔辨識出的情緒，哪一種社交互動最適合作為回應？(a)冷靜地承認他們的挫折並提出解決方案。 (b)建議一個活動來維持正面的能量。 (c)保持冷靜並提供支持以減輕他們的焦慮。 (d)安撫他們並提供走出尷尬情境的方法。,(b)建議一個活動來維持正面的能量。
1089_IEO_HAP_HI.wav,happy,考慮所提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 生氣 (b) 害怕 (c) 厭惡 (d) 快樂,(d) 快樂,以下哪一種臉部表情最能符合音訊中所聽到的情緒？(a) 皺起的鼻子和上揚的嘴唇 (b) 僵硬的臉部表情，顫抖的嘴唇和急促的呼吸 (c) 燦爛的笑容和閃亮的雙眼 (d) 沉重的嘆息、皺眉與垂頭喪氣的姿態,(c) 燦爛的笑容和閃亮的雙眼
1076_MTI_HAP_XX.wav,happy,考慮到所提供的音訊片段，你能判斷錄音中說話者所表現的情緒狀態嗎？(a) 傷心 (b) 開心 (c) 害怕 (d) 厭惡,(b) 開心,根據說話者在音訊中表達的情緒，你認為作為回應最適合採取哪一種社交互動？(a) 有同理心地傾聽，讓他們表達自己的感受。 (b) 在進一步接觸之前，給他們一些冷靜的空間。 (c) 以愉快的回應一同慶祝他們的喜悅。 (d) 握住他們的手或提供一些肢體上的安慰。,(c) 以愉快的回應一同慶祝他們的喜悅。
dia85_utt3.wav,angry,說話者在音頻中的情緒語調是什麼？(a) 恐懼 (b) 厭惡 (c) 生氣 (d) 悲傷,(c) 生氣,從所提供的句子中，哪一句最符合與說話者有相同情緒的人們的情感狀態？(a) 我忍不住微笑，一切都感覺很美好。 (b) 他們怎麼敢這樣不公平地對待我！ (c) 我真的很害怕接下來可能會發生什麼事。 (d) 我甚至不敢看這個，感覺很不舒服。,(b) 他們怎麼敢這樣不公平地對待我！
dia194_utt0.wav,angry,從現有的音訊錄音中，你能分析並辨識出說話者所表達的情緒嗎？(a) 生氣 (b) 快樂 (c) 害怕 (d) 悲傷,(a) 生氣,以下哪一種臉部表情最符合音訊中所表達的情緒？(a) 目光偏離、嘴巴扭曲 (b) 眉頭緊皺、嘴巴微微張開，似乎正要喊叫 (c) 臉上洋溢著燦爛的表情，臉頰上揚 (d) 重重嘆氣，皺著眉頭，身體呈現低垂姿勢,(b) 眉頭緊皺、嘴巴微微張開，似乎正要喊叫
dia33_utt1.wav,angry,錄音中的說話者感覺如何？(a) 生氣 (b) 厭惡 (c) 快樂 (d) 恐懼,(a) 生氣,下列哪一情境最符合這段講話中說話者所表達的情緒？(a) 在機場告別 (b) 聽到令人震驚且冒犯的言論 (c) 晚上獨自走在黑暗的小巷中 (d) 在被別人超車後大聲咆哮的人,(d) 在被別人超車後大聲咆哮的人
dia144_utt12.wav,angry,根據現有的音頻紀錄，你能夠分析並判斷說話者所表達的情緒嗎？(a) 害怕 (b) 厭惡 (c) 悲傷 (d) 憤怒,(d) 憤怒,根據說話者在音頻中傳達的情緒，以下哪一種社交互動會是最合適的回應？(a) 建議一起花點時間讓他開心起來。(b) 專心傾聽且不打斷，讓他發洩情緒。(c) 避免進一步討論並尊重他對此話題的反感。(d) 握住他的手或給予一些肢體上的安慰。,(b) 專心傾聽且不打斷，讓他發洩情緒。
dia279_utt2.wav,angry,在錄音中，說話者的感覺是什麼？(a) 噁心 (b) 傷心 (c) 快樂 (d) 生氣,(d) 生氣,在以下幾種臉部表情中，你認為哪一種最符合錄音中所傳達的情緒？(a) 皺起鼻子並抬起上唇 (b) 臉部表情僵住，嘴唇顫抖並呼吸急促 (c) 揚起眉毛並皺眉 (d) 燦爛的笑容及閃爍的眼睛,(c) 揚起眉毛並皺眉
dia169_utt22.wav,angry,說話者在音檔中表達的是哪一種情緒？(a) 開心 (b) 害怕 (c) 生氣 (d) 噁心,(c) 生氣,下列哪一句話最能準確反映和說話者擁有相同情緒的人可能會如何表達自己？(a) 別再找藉口了，這全都是你的錯！(b) 我感到非常低落，什麼都無法提起我的精神。(c) 我太興奮了，無法抑制我的快樂！(d) 我覺得我有危險，不知道該怎麼辦。,(a) 別再找藉口了，這全都是你的錯！
dia12_utt5.wav,angry,錄音中的說話者感覺如何？ (a) 快樂 (b) 害怕 (c) 厭惡 (d) 生氣,(d) 生氣,感覺相同情緒的人最有可能會說哪一句話？ (a) 很難想像事情會變得更好。 (b) 這太噁心了，我真不敢相信。 (c) 我不敢相信這正在發生，我非常憤怒！ (d) 我不能呼吸了，我現在好害怕。,(c) 我不敢相信這正在發生，我非常憤怒！
dia196_utt16.wav,angry,錄音中的說話者感覺如何？ (a) 厭惡 (b) 害怕 (c) 悲傷 (d) 生氣,(d) 生氣,考慮到錄音中說話者表達的情緒，你認為哪一種社交互動回應最為適當？(a) 鼓勵他們深呼吸來放鬆。 (b) 給他們一些時間冷靜後再進一步交流。 (c) 建議一起相處一段時間讓他們開心起來。 (d) 冷靜地表示理解並建議離開不愉快的環境。,(b) 給他們一些時間冷靜後再進一步交流。
dia279_utt1.wav,angry,使用所提供的音訊片段作為輸入，你會如何解讀或分類說話者的內在情緒？(a)快樂 (b)厭惡 (c)生氣 (d)悲傷,(c) 生氣,根據音訊中辨識出的情緒，哪一種社交回應最為適當？(a) 建議一起花些時間，希望讓他們開心起來。 (b) 道歉並在適當時承認你的錯誤。 (c) 冷靜表達理解，並建議離開這個令人不愉快的環境。 (d) 提議活動讓正能量持續下去。,(b) 道歉並在適當時承認你的錯誤。
dia259_utt15.wav,angry,說話者在這段音訊中表達的是哪種情緒？(a) 恐懼 (b) 快樂 (c) 生氣 (d) 噁心,(c) 生氣,哪一種情境最符合說話者在這段話中表現出的情緒？(a) 一個人在黑暗中看恐怖電影。 (b) 在機場道別。 (c) 和親朋好友一起慶祝生日。 (d) 家長因孩子行為不當而責備他們。,(d) 家長因孩子行為不當而責備他們。
dia144_utt10.wav,angry,根據現有的音訊錄音，你能分析並辨識說話者所表達的情緒嗎？(a)快樂 (b)恐懼 (c)厭惡 (d)憤怒,(d)憤怒,根據你在音訊中辨識到的情緒，下列哪一種社交互動做為回應最為合適？(a)為他們的不適感道歉，並換個話題以免讓他們更不舒服。(b)同理的聆聽，讓他們表達自己的感受。(c)握住他們的手或給予一些肢體上的安慰。(d)給他們一些空間冷靜下來，再進一步互動。,(d)給他們一些空間冷靜下來，再進一步互動。
dia259_utt13.wav,angry,根據現有的音頻錄音，你能分析並判斷說話者所表達的情緒嗎？ (a) 害怕 (b) 生氣 (c) 開心 (d) 傷心,(b) 生氣,下列哪一個情境最符合說話者在這段講話中所傳達的情緒？ (a) 在機場道別 (b) 被其他車輛超車後大聲喊叫 (c) 贏得期待已久的獎項或獎品 (d) 一個人在黑暗中看恐怖電影,(b) 被其他車輛超車後大聲喊叫
dia196_utt6.wav,angry,音訊中說話者的情緒基調是什麼？ (a) 悲傷 (b) 開心 (c) 恐懼 (d) 生氣,(d) 生氣,哪一個情境最符合本次講話中所辨識到說話者的情緒？ (a) 皺著眉拒絕難吃的餐點。 (b) 因為沮喪而扔東西。 (c) 在夜晚獨自走過黑暗的巷弄。 (d) 收到好消息後微笑的人。,(b) 因為沮喪而扔東西。
dia169_utt9.wav,angry,考慮所提供的音訊片段，你能判斷錄音中說話者表達的情緒狀態嗎？(a) 厭惡 (b) 快樂 (c) 憤怒 (d) 悲傷,(c) 憤怒,哪一種臉部表情最符合錄音中的情緒？(a) 眼睛向下看並且嘴唇顫抖 (b) 揚起眉毛且皺眉 (c) 眼睛睜大、眉毛上揚並微微張開嘴唇 (d) 鼻子皺起且上唇上揚,(b) 揚起眉毛且皺眉
dia268_utt10.wav,angry,你可以從這段錄音中辨識說話者的情緒嗎？ (a) 厭惡 (b) 悲傷 (c) 生氣 (d) 快樂,(c) 生氣,哪一個情境最符合這段談話中說話者所表現的情緒？ (a) 在機場道別。 (b) 皺著眉頭拒絕一頓沒有味道的餐點。 (c) 帶著焦慮準備一場重要的考試。 (d) 因懊惱而丟擲物品。,(d) 因懊惱而丟擲物品。
dia274_utt2.wav,angry,這段音訊中，說話者的情緒語調是什麼？(a) 生氣 (b) 快樂 (c) 悲傷 (d) 厭惡,(a) 生氣,考慮說話者的情緒，下列哪一句最能代表其他也有相同情緒的人所感受到的心情？(a) 這情況真的快把我惹毛了！(b) 這真令人作嘔，我簡直不敢相信。(c) 我現在感到非常感激且充滿喜悅。(d) 我覺得我很危險，而且不知道該怎麼辦。,(a) 這情況真的快把我惹毛了！
dia211_utt2.wav,angry,說話者在音訊中表達的是哪種情緒？(a) 開心 (b) 難過 (c) 生氣 (d) 害怕,(c) 生氣,考慮到音訊中表達的情緒，下列哪一種臉部表情最能與之對應？(a) 下巴內縮，嘴角一邊抽動，像是無法忍受的樣子 (b) 嘴巴下垂並帶有淚眼 (c) 眼睛眯起笑得張開嘴 (d) 鼻孔擴張、表情緊繃,(d) 鼻孔擴張、表情緊繃
dia126_utt10.wav,angry,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a)快樂 (b)害怕 (c)悲傷 (d)憤怒,(d)憤怒,下列哪一句最能準確反映出感受到與說話者相同情緒的人可能會怎麼表達自己？(a)很難想像事情會變得更好。(b)這種情況真的快讓我火大了！(c)我總覺得有壞事要發生。(d)這讓我感到反胃。,(b)這種情況真的快讓我火大了！
dia113_utt8.wav,angry,錄音中的說話者感覺如何？(a) 害怕 (b) 開心 (c) 難過 (d) 生氣,(d) 生氣,根據錄音中說話者所傳達的情緒，下列哪一種社交互動最適合作為回應？(a) 同理地傾聽並讓他們表達感受。 (b) 為他們的不適感道歉並轉換話題，以避免讓他們更不舒服。 (c) 如果適合的話，向他們道歉並承認自己的錯誤。 (d) 給予安慰，提醒他們很安全。,(c) 如果適合的話，向他們道歉並承認自己的錯誤。
dia34_utt14.wav,angry,根據現有的音檔，請你分析並辨識說話者所表達的情緒是什麼？(a) 悲傷 (b) 生氣 (c) 快樂 (d) 厭惡,(b) 生氣,根據說話者在音檔中表達的情緒，哪一種社交互動是最合適的回應？(a) 微笑並正向參與對話。 (b) 給予情感支持並避免忽略他們的悲傷。 (c) 冷靜地承認他們的挫折感並提出解決方案。 (d) 握住他們的手或給予一些肢體上的安慰。,(c) 冷靜地承認他們的挫折感並提出解決方案。
